LAUS Code,State FIPS Code,County FIPS Code,County Name/State Abbreviation,Year,,Labor Force,Employed,Unemployed,Unemployment Rate
CN4807700000000,48,77,"Clay County, TX",2014,,"5,019","4,790",229,4.6
CN4807900000000,48,79,"Cochran County, TX",2014,,"1,398","1,327",71,5.1
CN4808100000000,48,81,"Coke County, TX",2014,,"1,438","1,376",62,4.3
CN4808300000000,48,83,"Coleman County, TX",2014,,"3,121","2,931",190,6.1
CN4808500000000,48,85,"Collin County, TX",2014,,"474,056","452,505","21,551",4.5
CN4808700000000,48,87,"Collingsworth County, TX",2014,,"1,259","1,208",51,4.1
CN4808900000000,48,89,"Colorado County, TX",2014,,"10,275","9,819",456,4.4
CN4809100000000,48,91,"Comal County, TX",2014,,"59,843","57,131","2,712",4.5
CN4809300000000,48,93,"Comanche County, TX",2014,,"5,535","5,269",266,4.8
CN4809500000000,48,95,"Concho County, TX",2014,,"1,414","1,372",42,3
CN4809700000000,48,97,"Cooke County, TX",2014,,"20,543","19,752",791,3.9
CN4809900000000,48,99,"Coryell County, TX",2014,,"24,722","23,248","1,474",6
CN4810100000000,48,101,"Cottle County, TX",2014,,605,568,37,6.1
CN4810300000000,48,103,"Crane County, TX",2014,,"2,006","1,926",80,4
CN4810500000000,48,105,"Crockett County, TX",2014,,"1,932","1,859",73,3.8
CN4810700000000,48,107,"Crosby County, TX",2014,,"2,698","2,572",126,4.7
CN4810900000000,48,109,"Culberson County, TX",2014,,"1,012",970,42,4.2
CN4811100000000,48,111,"Dallam County, TX",2014,,"3,903","3,789",114,2.9
CN4811300000000,48,113,"Dallas County, TX",2014,,"1,250,809","1,183,082","67,727",5.4
CN4811500000000,48,115,"Dawson County, TX",2014,,"4,898","4,660",238,4.9
CN4811700000000,48,117,"Deaf Smith County, TX",2014,,"9,107","8,778",329,3.6
CN4811900000000,48,119,"Delta County, TX",2014,,"2,652","2,492",160,6
CN4812100000000,48,121,"Denton County, TX",2014,,"414,105","395,744","18,361",4.4
CN4812300000000,48,123,"DeWitt County, TX",2014,,"10,014","9,631",383,3.8
CN4812500000000,48,125,"Dickens County, TX",2014,,745,698,47,6.3
CN4812700000000,48,127,"Dimmit County, TX",2014,,"7,659","7,370",289,3.8
CN4812900000000,48,129,"Donley County, TX",2014,,"1,620","1,542",78,4.8
CN4813100000000,48,131,"Duval County, TX",2014,,"5,529","5,222",307,5.6
CN4813300000000,48,133,"Eastland County, TX",2014,,"8,359","7,958",401,4.8
CN4813500000000,48,135,"Ector County, TX",2014,,"82,374","79,540","2,834",3.4
CN4813700000000,48,137,"Edwards County, TX",2014,,867,830,37,4.3
CN4813900000000,48,139,"Ellis County, TX",2014,,"79,077","75,189","3,888",4.9
CN4814100000000,48,141,"El Paso County, TX",2014,,"344,563","322,404","22,159",6.4
CN4814300000000,48,143,"Erath County, TX",2014,,"20,098","19,245",853,4.2
CN4814500000000,48,145,"Falls County, TX",2014,,"6,548","6,189",359,5.5
CN4814700000000,48,147,"Fannin County, TX",2014,,"15,278","14,465",813,5.3
CN4814900000000,48,149,"Fayette County, TX",2014,,"13,073","12,626",447,3.4
CN4815100000000,48,151,"Fisher County, TX",2014,,"1,863","1,780",83,4.5
CN4815300000000,48,153,"Floyd County, TX",2014,,"2,964","2,753",211,7.1
CN4815500000000,48,155,"Foard County, TX",2014,,578,554,24,4.2
CN4815700000000,48,157,"Fort Bend County, TX",2014,,"347,021","331,361","15,660",4.5
CN4815900000000,48,159,"Franklin County, TX",2014,,"4,657","4,418",239,5.1
CN4816100000000,48,161,"Freestone County, TX",2014,,"7,843","7,402",441,5.6
CN4816300000000,48,163,"Frio County, TX",2014,,"10,341","9,972",369,3.6
CN4816500000000,48,165,"Gaines County, TX",2014,,"9,366","9,061",305,3.3
CN4816700000000,48,167,"Galveston County, TX",2014,,"157,608","148,773","8,835",5.6
CN4816900000000,48,169,"Garza County, TX",2014,,"2,243","2,162",81,3.6
CN4817100000000,48,171,"Gillespie County, TX",2014,,"12,519","12,078",441,3.5
CN4817300000000,48,173,"Glasscock County, TX",2014,,830,808,22,2.7
CN4817500000000,48,175,"Goliad County, TX",2014,,"3,571","3,425",146,4.1
CN4817700000000,48,177,"Gonzales County, TX",2014,,"9,937","9,554",383,3.9
CN4817900000000,48,179,"Gray County, TX",2014,,"9,786","9,393",393,4
CN4818100000000,48,181,"Grayson County, TX",2014,,"60,335","57,422","2,913",4.8
CN4818300000000,48,183,"Gregg County, TX",2014,,"61,138","58,176","2,962",4.8
CN4818500000000,48,185,"Grimes County, TX",2014,,"11,823","11,260",563,4.8
CN4818700000000,48,187,"Guadalupe County, TX",2014,,"71,572","68,479","3,093",4.3
CN4818900000000,48,189,"Hale County, TX",2014,,"13,524","12,254","1,270",9.4
CN4819100000000,48,191,"Hall County, TX",2014,,"1,264","1,185",79,6.3
CN4819300000000,48,193,"Hamilton County, TX",2014,,"3,566","3,402",164,4.6
CN4819500000000,48,195,"Hansford County, TX",2014,,"3,242","3,160",82,2.5
CN4819700000000,48,197,"Hardeman County, TX",2014,,"1,648","1,567",81,4.9
CN4819900000000,48,199,"Hardin County, TX",2014,,"25,386","23,800","1,586",6.2
CN4820100000000,48,201,"Harris County, TX",2014,,"2,229,858","2,118,872","110,986",5
CN4820300000000,48,203,"Harrison County, TX",2014,,"32,190","30,421","1,769",5.5
CN4820500000000,48,205,"Hartley County, TX",2014,,"2,901","2,828",73,2.5
CN4820700000000,48,207,"Haskell County, TX",2014,,"2,694","2,588",106,3.9
CN4820900000000,48,209,"Hays County, TX",2014,,"94,031","90,019","4,012",4.3
CN4821100000000,48,211,"Hemphill County, TX",2014,,"2,545","2,484",61,2.4
CN4821300000000,48,213,"Henderson County, TX",2014,,"34,734","32,797","1,937",5.6
CN4821500000000,48,215,"Hidalgo County, TX",2014,,"331,989","302,916","29,073",8.8
CN4821700000000,48,217,"Hill County, TX",2014,,"15,881","15,044",837,5.3
CN4821900000000,48,219,"Hockley County, TX",2014,,"12,089","11,623",466,3.9
CN4822100000000,48,221,"Hood County, TX",2014,,"24,252","23,062","1,190",4.9
CN4822300000000,48,223,"Hopkins County, TX",2014,,"17,489","16,670",819,4.7
CN4822500000000,48,225,"Houston County, TX",2014,,"9,803","9,317",486,5
CN4822700000000,48,227,"Howard County, TX",2014,,"13,591","12,996",595,4.4
CN4822900000000,48,229,"Hudspeth County, TX",2014,,"1,251","1,172",79,6.3
CN4823100000000,48,231,"Hunt County, TX",2014,,"38,561","36,289","2,272",5.9
CN4823300000000,48,233,"Hutchinson County, TX",2014,,"10,517","10,058",459,4.4
CN4823500000000,48,235,"Irion County, TX",2014,,833,802,31,3.7
CN4823700000000,48,237,"Jack County, TX",2014,,"4,307","4,146",161,3.7
CN4823900000000,48,239,"Jackson County, TX",2014,,"7,631","7,332",299,3.9
CN4824100000000,48,241,"Jasper County, TX",2014,,"14,444","13,268","1,176",8.1
CN4824300000000,48,243,"Jeff Davis County, TX",2014,,"1,147","1,106",41,3.6
CN4824500000000,48,245,"Jefferson County, TX",2014,,"110,126","101,008","9,118",8.3
CN4824700000000,48,247,"Jim Hogg County, TX",2014,,"2,198","2,065",133,6.1
CN4824900000000,48,249,"Jim Wells County, TX",2014,,"20,102","19,054","1,048",5.2
CN4825100000000,48,251,"Johnson County, TX",2014,,"74,361","70,616","3,745",5
CN4825300000000,48,253,"Jones County, TX",2014,,"5,805","5,486",319,5.5
CN4825500000000,48,255,"Karnes County, TX",2014,,"6,274","6,045",229,3.6
CN4825700000000,48,257,"Kaufman County, TX",2014,,"53,602","50,845","2,757",5.1
CN4825900000000,48,259,"Kendall County, TX",2014,,"18,679","17,923",756,4
CN4826100000000,48,261,"Kenedy County, TX",2014,,339,329,10,2.9
CN4826300000000,48,263,"Kent County, TX",2014,,512,495,17,3.3
CN4826500000000,48,265,"Kerr County, TX",2014,,"21,430","20,491",939,4.4
CN4826700000000,48,267,"Kimble County, TX",2014,,"2,113","2,031",82,3.9
CN4826900000000,48,269,"King County, TX",2014,,224,215,9,4
CN4827100000000,48,271,"Kinney County, TX",2014,,"1,226","1,139",87,7.1
CN4827300000000,48,273,"Kleberg County, TX",2014,,"15,259","14,428",831,5.4
CN4827500000000,48,275,"Knox County, TX",2014,,"1,739","1,664",75,4.3
CN4827700000000,48,277,"Lamar County, TX",2014,,"22,136","20,793","1,343",6.1
CN4827900000000,48,279,"Lamb County, TX",2014,,"6,029","5,678",351,5.8
CN4828100000000,48,281,"Lampasas County, TX",2014,,"8,966","8,464",502,5.6
CN4828300000000,48,283,"La Salle County, TX",2014,,"4,576","4,435",141,3.1
CN4828500000000,48,285,"Lavaca County, TX",2014,,"8,974","8,623",351,3.9
CN4828700000000,48,287,"Lee County, TX",2014,,"9,339","8,968",371,4
CN4828900000000,48,289,"Leon County, TX",2014,,"7,218","6,836",382,5.3
CN4829100000000,48,291,"Liberty County, TX",2014,,"30,966","28,760","2,206",7.1
CN4829300000000,48,293,"Limestone County, TX",2014,,"9,201","8,664",537,5.8
CN4829500000000,48,295,"Lipscomb County, TX",2014,,"1,749","1,690",59,3.4
CN4829700000000,48,297,"Live Oak County, TX",2014,,"6,115","5,897",218,3.6
CN4829900000000,48,299,"Llano County, TX",2014,,"8,087","7,670",417,5.2
CN4830100000000,48,301,"Loving County, TX",2014,,78,74,4,5.1
CN4830300000000,48,303,"Lubbock County, TX",2014,,"147,788","141,971","5,817",3.9
CN4830500000000,48,305,"Lynn County, TX",2014,,"2,862","2,737",125,4.4
CN4830700000000,48,307,"McCulloch County, TX",2014,,"4,112","3,939",173,4.2
CN4830900000000,48,309,"McLennan County, TX",2014,,"112,888","107,196","5,692",5
CN4831100000000,48,311,"McMullen County, TX",2014,,"1,060","1,039",21,2
CN4831300000000,48,313,"Madison County, TX",2014,,"5,024","4,780",244,4.9
CN4831500000000,48,315,"Marion County, TX",2014,,"4,479","4,191",288,6.4
CN4831700000000,48,317,"Martin County, TX",2014,,"2,687","2,596",91,3.4
CN4831900000000,48,319,"Mason County, TX",2014,,"1,897","1,810",87,4.6
CN4832100000000,48,321,"Matagorda County, TX",2014,,"16,677","15,370","1,307",7.8
CN4832300000000,48,323,"Maverick County, TX",2014,,"23,395","20,833","2,562",11
CN4832500000000,48,325,"Medina County, TX",2014,,"20,400","19,399","1,001",4.9
CN4832700000000,48,327,"Menard County, TX",2014,,886,844,42,4.7
CN4832900000000,48,329,"Midland County, TX",2014,,"90,934","88,324","2,610",2.9
CN4833100000000,48,331,"Milam County, TX",2014,,"10,227","9,593",634,6.2
CN4833300000000,48,333,"Mills County, TX",2014,,"2,049","1,960",89,4.3
CN4833500000000,48,335,"Mitchell County, TX",2014,,"2,905","2,781",124,4.3
CN4833700000000,48,337,"Montague County, TX",2014,,"10,136","9,734",402,4
CN4833900000000,48,339,"Montgomery County, TX",2014,,"253,800","242,600","11,200",4.4
CN4834100000000,48,341,"Moore County, TX",2014,,"11,297","10,905",392,3.5
CN4834300000000,48,343,"Morris County, TX",2014,,"5,624","5,185",439,7.8
CN4834500000000,48,345,"Motley County, TX",2014,,497,476,21,4.2
CN4834700000000,48,347,"Nacogdoches County, TX",2014,,"28,625","27,098","1,527",5.3
CN4834900000000,48,349,"Navarro County, TX",2014,,"23,137","21,933","1,204",5.2
CN4835100000000,48,351,"Newton County, TX",2014,,"5,559","5,099",460,8.3
CN4835300000000,48,353,"Nolan County, TX",2014,,"7,047","6,745",302,4.3
CN4835500000000,48,355,"Nueces County, TX",2014,,"168,215","159,630","8,585",5.1
CN4835700000000,48,357,"Ochiltree County, TX",2014,,"5,573","5,407",166,3
CN4835900000000,48,359,"Oldham County, TX",2014,,941,907,34,3.6
CN4836100000000,48,361,"Orange County, TX",2014,,"37,888","34,868","3,020",8
CN4836300000000,48,363,"Palo Pinto County, TX",2014,,"13,375","12,687",688,5.1
CN4836500000000,48,365,"Panola County, TX",2014,,"12,557","11,938",619,4.9
CN4836700000000,48,367,"Parker County, TX",2014,,"59,101","56,405","2,696",4.6
CN4836900000000,48,369,"Parmer County, TX",2014,,"5,127","4,971",156,3
CN4837100000000,48,371,"Pecos County, TX",2014,,"6,864","6,579",285,4.2
CN4837300000000,48,373,"Polk County, TX",2014,,"17,226","16,118","1,108",6.4
CN4837500000000,48,375,"Potter County, TX",2014,,"56,838","54,590","2,248",4
CN4837700000000,48,377,"Presidio County, TX",2014,,"3,412","3,015",397,11.6
CN4837900000000,48,379,"Rains County, TX",2014,,"5,404","5,139",265,4.9
CN4838100000000,48,381,"Randall County, TX",2014,,"68,837","66,464","2,373",3.4
CN4838300000000,48,383,"Reagan County, TX",2014,,"2,077","2,011",66,3.2
CN4838500000000,48,385,"Real County, TX",2014,,"1,059",993,66,6.2
CN4838700000000,48,387,"Red River County, TX",2014,,"4,936","4,553",383,7.8
CN4838900000000,48,389,"Reeves County, TX",2014,,"5,758","5,527",231,4
CN4839100000000,48,391,"Refugio County, TX",2014,,"3,600","3,447",153,4.3
CN4839300000000,48,393,"Roberts County, TX",2014,,450,434,16,3.6
CN4839500000000,48,395,"Robertson County, TX",2014,,"7,146","6,763",383,5.4
CN4839700000000,48,397,"Rockwall County, TX",2014,,"43,410","41,452","1,958",4.5
CN4839900000000,48,399,"Runnels County, TX",2014,,"4,972","4,761",211,4.2
CN4840100000000,48,401,"Rusk County, TX",2014,,"24,204","23,013","1,191",4.9
CN4840300000000,48,403,"Sabine County, TX",2014,,"3,542","3,168",374,10.6
CN4840500000000,48,405,"San Augustine County, TX",2014,,"2,826","2,556",270,9.6
CN4840700000000,48,407,"San Jacinto County, TX",2014,,"11,412","10,755",657,5.8
CN4840900000000,48,409,"San Patricio County, TX",2014,,"30,679","28,768","1,911",6.2
CN4841100000000,48,411,"San Saba County, TX",2014,,"2,231","2,138",93,4.2
CN4841300000000,48,413,"Schleicher County, TX",2014,,"1,780","1,726",54,3
CN4841500000000,48,415,"Scurry County, TX",2014,,"8,611","8,325",286,3.3
CN4841700000000,48,417,"Shackelford County, TX",2014,,"2,374","2,308",66,2.8
CN4841900000000,48,419,"Shelby County, TX",2014,,"11,612","10,933",679,5.8
CN4842100000000,48,421,"Sherman County, TX",2014,,"1,505","1,458",47,3.1
CN4842300000000,48,423,"Smith County, TX",2014,,"102,244","96,923","5,321",5.2
CN4842500000000,48,425,"Somervell County, TX",2014,,"4,136","3,924",212,5.1
CN4842700000000,48,427,"Starr County, TX",2014,,"25,991","22,448","3,543",13.6
CN4842900000000,48,429,"Stephens County, TX",2014,,"4,291","4,104",187,4.4
CN4843100000000,48,431,"Sterling County, TX",2014,,812,788,24,3
CN4843300000000,48,433,"Stonewall County, TX",2014,,697,670,27,3.9
CN4843500000000,48,435,"Sutton County, TX",2014,,"2,021","1,949",72,3.6
CN4843700000000,48,437,"Swisher County, TX",2014,,"2,881","2,705",176,6.1
CN4843900000000,48,439,"Tarrant County, TX",2014,,"990,723","941,059","49,664",5
CN4844100000000,48,441,"Taylor County, TX",2014,,"64,409","61,698","2,711",4.2
CN4844300000000,48,443,"Terrell County, TX",2014,,479,458,21,4.4
CN4844500000000,48,445,"Terry County, TX",2014,,"5,612","5,371",241,4.3
CN4844700000000,48,447,"Throckmorton County, TX",2014,,833,800,33,4
CN4844900000000,48,449,"Titus County, TX",2014,,"12,909","12,096",813,6.3
CN4845100000000,48,451,"Tom Green County, TX",2014,,"54,661","52,458","2,203",4
CN4845300000000,48,453,"Travis County, TX",2014,,"644,341","618,059","26,282",4.1
CN4845500000000,48,455,"Trinity County, TX",2014,,"5,523","5,191",332,6
CN4845700000000,48,457,"Tyler County, TX",2014,,"7,575","6,971",604,8
CN4845900000000,48,459,"Upshur County, TX",2014,,"18,574","17,622",952,5.1
CN4846100000000,48,461,"Upton County, TX",2014,,"1,875","1,815",60,3.2
CN4846300000000,48,463,"Uvalde County, TX",2014,,"11,684","11,020",664,5.7
CN4846500000000,48,465,"Val Verde County, TX",2014,,"19,381","18,269","1,112",5.7
CN4846700000000,48,467,"Van Zandt County, TX",2014,,"23,898","22,636","1,262",5.3
CN4846900000000,48,469,"Victoria County, TX",2014,,"46,254","44,332","1,922",4.2
CN4847100000000,48,471,"Walker County, TX",2014,,"23,154","21,897","1,257",5.4
CN4847300000000,48,473,"Waller County, TX",2014,,"21,316","20,228","1,088",5.1
CN4847500000000,48,475,"Ward County, TX",2014,,"5,921","5,709",212,3.6
CN4847700000000,48,477,"Washington County, TX",2014,,"15,698","14,977",721,4.6
CN4847900000000,48,479,"Webb County, TX",2014,,"111,178","105,531","5,647",5.1
CN4848100000000,48,481,"Wharton County, TX",2014,,"21,572","20,567","1,005",4.7
CN4848300000000,48,483,"Wheeler County, TX",2014,,"3,082","2,972",110,3.6
CN4848500000000,48,485,"Wichita County, TX",2014,,"56,505","53,753","2,752",4.9
CN4848700000000,48,487,"Wilbarger County, TX",2014,,"5,295","5,035",260,4.9
CN4848900000000,48,489,"Willacy County, TX",2014,,"7,170","6,282",888,12.4
CN4849100000000,48,491,"Williamson County, TX",2014,,"255,327","244,204","11,123",4.4
CN4849300000000,48,493,"Wilson County, TX",2014,,"22,546","21,610",936,4.2
CN4849500000000,48,495,"Winkler County, TX",2014,,"3,286","3,142",144,4.4
CN4849700000000,48,497,"Wise County, TX",2014,,"28,485","27,101","1,384",4.9
CN4849900000000,48,499,"Wood County, TX",2014,,"16,766","15,767",999,6
CN4850100000000,48,501,"Yoakum County, TX",2014,,"4,293","4,164",129,3
CN4850300000000,48,503,"Young County, TX",2014,,"8,670","8,317",353,4.1
CN4850500000000,48,505,"Zapata County, TX",2014,,"6,938","6,578",360,5.2
CN4850700000000,48,507,"Zavala County, TX",2014,,"3,897","3,424",473,12.1
CN4900100000000,49,1,"Beaver County, UT",2014,,"2,974","2,854",120,4
CN4900300000000,49,3,"Box Elder County, UT",2014,,"23,490","22,580",910,3.9
CN4900500000000,49,5,"Cache County, UT",2014,,"59,040","57,149","1,891",3.2
CN4900700000000,49,7,"Carbon County, UT",2014,,"8,721","8,274",447,5.1
CN4900900000000,49,9,"Daggett County, UT",2014,,432,414,18,4.2
CN4901100000000,49,11,"Davis County, UT",2014,,"156,266","150,671","5,595",3.6
CN4901300000000,49,13,"Duchesne County, UT",2014,,"9,604","9,255",349,3.6
CN4901500000000,49,15,"Emery County, UT",2014,,"4,627","4,380",247,5.3
CN4901700000000,49,17,"Garfield County, UT",2014,,"2,725","2,486",239,8.8
CN4901900000000,49,19,"Grand County, UT",2014,,"5,539","5,186",353,6.4
CN4902100000000,49,21,"Iron County, UT",2014,,"19,973","19,068",905,4.5
CN4902300000000,49,23,"Juab County, UT",2014,,"4,809","4,613",196,4.1
CN4902500000000,49,25,"Kane County, UT",2014,,"3,572","3,402",170,4.8
CN4902700000000,49,27,"Millard County, UT",2014,,"5,981","5,772",209,3.5
CN4902900000000,49,29,"Morgan County, UT",2014,,"4,703","4,542",161,3.4
CN4903100000000,49,31,"Piute County, UT",2014,,460,427,33,7.2
CN4903300000000,49,33,"Rich County, UT",2014,,"1,009",970,39,3.9
CN4903500000000,49,35,"Salt Lake County, UT",2014,,"577,159","555,908","21,251",3.7
CN4903700000000,49,37,"San Juan County, UT",2014,,"5,622","5,187",435,7.7
CN4903900000000,49,39,"Sanpete County, UT",2014,,"11,096","10,591",505,4.6
CN4904100000000,49,41,"Sevier County, UT",2014,,"9,292","8,874",418,4.5
CN4904300000000,49,43,"Summit County, UT",2014,,"22,594","21,820",774,3.4
CN4904500000000,49,45,"Tooele County, UT",2014,,"28,979","27,588","1,391",4.8
CN4904700000000,49,47,"Uintah County, UT",2014,,"16,036","15,463",573,3.6
CN4904900000000,49,49,"Utah County, UT",2014,,"255,870","246,942","8,928",3.5
CN4905100000000,49,51,"Wasatch County, UT",2014,,"12,750","12,268",482,3.8
CN4905300000000,49,53,"Washington County, UT",2014,,"61,664","58,956","2,708",4.4
CN4905500000000,49,55,"Wayne County, UT",2014,,"1,388","1,257",131,9.4
CN4905700000000,49,57,"Weber County, UT",2014,,"115,180","110,118","5,062",4.4
CN5000100000000,50,1,"Addison County, VT",2014,,"20,970","20,172",798,3.8
CN5000300000000,50,3,"Bennington County, VT",2014,,"18,712","17,843",869,4.6
CN5000500000000,50,5,"Caledonia County, VT",2014,,"15,299","14,540",759,5
CN5000700000000,50,7,"Chittenden County, VT",2014,,"95,618","92,739","2,879",3
CN5000900000000,50,9,"Essex County, VT",2014,,"2,810","2,621",189,6.7
CN5001100000000,50,11,"Franklin County, VT",2014,,"27,545","26,450","1,095",4
CN5001300000000,50,13,"Grand Isle County, VT",2014,,"4,075","3,890",185,4.5
CN5001500000000,50,15,"Lamoille County, VT",2014,,"13,800","13,096",704,5.1
CN5001700000000,50,17,"Orange County, VT",2014,,"15,932","15,330",602,3.8
CN5001900000000,50,19,"Orleans County, VT",2014,,"13,692","12,820",872,6.4
CN5002100000000,50,21,"Rutland County, VT",2014,,"31,811","30,300","1,511",4.7
CN5002300000000,50,23,"Washington County, VT",2014,,"34,323","32,986","1,337",3.9
CN5002500000000,50,25,"Windham County, VT",2014,,"23,562","22,594",968,4.1
CN5002700000000,50,27,"Windsor County, VT",2014,,"29,750","28,663","1,087",3.7
CN5100100000000,51,1,"Accomack County, VA",2014,,"16,124","15,054","1,070",6.6
CN5100300000000,51,3,"Albemarle County, VA",2014,,"53,798","51,385","2,413",4.5
CN5100500000000,51,5,"Alleghany County, VA",2014,,"7,210","6,783",427,5.9
CN5100700000000,51,7,"Amelia County, VA",2014,,"6,231","5,904",327,5.2
CN5100900000000,51,9,"Amherst County, VA",2014,,"15,688","14,838",850,5.4
CN5101100000000,51,11,"Appomattox County, VA",2014,,"7,142","6,735",407,5.7
CN5101300000000,51,13,"Arlington County, VA",2014,,"145,090","140,348","4,742",3.3
CN5101500000000,51,15,"Augusta County, VA",2014,,"36,983","35,252","1,731",4.7
CN5101700000000,51,17,"Bath County, VA",2014,,"2,600","2,484",116,4.5
CN5101900000000,51,19,"Bedford County, VA",2014,,"38,587","36,618","1,969",5.1
CN5102100000000,51,21,"Bland County, VA",2014,,"2,875","2,702",173,6
CN5102300000000,51,23,"Botetourt County, VA",2014,,"17,754","16,890",864,4.9
CN5102500000000,51,25,"Brunswick County, VA",2014,,"6,448","5,927",521,8.1
CN5102700000000,51,27,"Buchanan County, VA",2014,,"7,836","7,022",814,10.4
CN5102900000000,51,29,"Buckingham County, VA",2014,,"6,326","5,896",430,6.8
CN5103100000000,51,31,"Campbell County, VA",2014,,"26,733","25,301","1,432",5.4
CN5103300000000,51,33,"Caroline County, VA",2014,,"14,825","13,913",912,6.2
CN5103500000000,51,35,"Carroll County, VA",2014,,"13,232","12,345",887,6.7
CN5103600000000,51,36,"Charles City County, VA",2014,,"3,732","3,510",222,5.9
CN5103700000000,51,37,"Charlotte County, VA",2014,,"5,291","4,932",359,6.8
CN5104100000000,51,41,"Chesterfield County, VA",2014,,"178,093","168,987","9,106",5.1
CN5104300000000,51,43,"Clarke County, VA",2014,,"7,573","7,242",331,4.4
CN5104500000000,51,45,"Craig County, VA",2014,,"2,468","2,311",157,6.4
CN5104700000000,51,47,"Culpeper County, VA",2014,,"23,437","22,267","1,170",5
CN5104900000000,51,49,"Cumberland County, VA",2014,,"4,512","4,235",277,6.1
CN5105100000000,51,51,"Dickenson County, VA",2014,,"5,217","4,687",530,10.2
CN5105300000000,51,53,"Dinwiddie County, VA",2014,,"13,512","12,642",870,6.4
CN5105700000000,51,57,"Essex County, VA",2014,,"5,690","5,328",362,6.4
CN5105900000000,51,59,"Fairfax County, VA",2014,,"622,185","596,248","25,937",4.2
CN5106100000000,51,61,"Fauquier County, VA",2014,,"36,054","34,404","1,650",4.6
CN5106300000000,51,63,"Floyd County, VA",2014,,"8,333","7,947",386,4.6
CN5106500000000,51,65,"Fluvanna County, VA",2014,,"13,217","12,640",577,4.4
CN5106700000000,51,67,"Franklin County, VA",2014,,"27,265","25,808","1,457",5.3
CN5106900000000,51,69,"Frederick County, VA",2014,,"44,645","42,551","2,094",4.7
CN5107100000000,51,71,"Giles County, VA",2014,,"8,095","7,596",499,6.2
CN5107300000000,51,73,"Gloucester County, VA",2014,,"19,508","18,569",939,4.8
CN5107500000000,51,75,"Goochland County, VA",2014,,"10,579","10,074",505,4.8
CN5107700000000,51,77,"Grayson County, VA",2014,,"7,050","6,501",549,7.8
CN5107900000000,51,79,"Greene County, VA",2014,,"9,889","9,454",435,4.4
CN5108100000000,51,81,"Greensville County, VA",2014,,"4,260","3,984",276,6.5
CN5108300000000,51,83,"Halifax County, VA",2014,,"15,547","14,333","1,214",7.8
CN5108500000000,51,85,"Hanover County, VA",2014,,"56,007","53,459","2,548",4.5
CN5108700000000,51,87,"Henrico County, VA",2014,,"176,899","167,897","9,002",5.1
CN5108900000000,51,89,"Henry County, VA",2014,,"22,955","21,194","1,761",7.7
CN5109100000000,51,91,"Highland County, VA",2014,,"1,423","1,368",55,3.9
CN5109300000000,51,93,"Isle of Wight County, VA",2014,,"19,043","18,046",997,5.2
CN5109500000000,51,95,"James City County, VA",2014,,"34,743","33,039","1,704",4.9
CN5109700000000,51,97,"King and Queen County, VA",2014,,"3,656","3,446",210,5.7
CN5109900000000,51,99,"King George County, VA",2014,,"12,125","11,473",652,5.4
CN5110100000000,51,101,"King William County, VA",2014,,"8,786","8,333",453,5.2
CN5110300000000,51,103,"Lancaster County, VA",2014,,"5,326","4,916",410,7.7
CN5110500000000,51,105,"Lee County, VA",2014,,"8,871","8,148",723,8.2
CN5110700000000,51,107,"Loudoun County, VA",2014,,"196,721","188,380","8,341",4.2
CN5110900000000,51,109,"Louisa County, VA",2014,,"18,518","17,580",938,5.1
CN5111100000000,51,111,"Lunenburg County, VA",2014,,"5,356","5,040",316,5.9
CN5111300000000,51,113,"Madison County, VA",2014,,"7,153","6,860",293,4.1
CN5111500000000,51,115,"Mathews County, VA",2014,,"4,141","3,949",192,4.6
CN5111700000000,51,117,"Mecklenburg County, VA",2014,,"12,661","11,686",975,7.7
CN5111900000000,51,119,"Middlesex County, VA",2014,,"5,034","4,780",254,5
CN5112100000000,51,121,"Montgomery County, VA",2014,,"49,963","47,419","2,544",5.1
CN5112500000000,51,125,"Nelson County, VA",2014,,"7,420","7,055",365,4.9
CN5112700000000,51,127,"New Kent County, VA",2014,,"11,119","10,617",502,4.5
CN5113100000000,51,131,"Northampton County, VA",2014,,"6,060","5,599",461,7.6
CN5113300000000,51,133,"Northumberland County, VA",2014,,"5,642","5,243",399,7.1
CN5113500000000,51,135,"Nottoway County, VA",2014,,"7,080","6,701",379,5.4
CN5113700000000,51,137,"Orange County, VA",2014,,"16,239","15,380",859,5.3
CN5113900000000,51,139,"Page County, VA",2014,,"11,874","10,916",958,8.1
CN5114100000000,51,141,"Patrick County, VA",2014,,"7,748","7,232",516,6.7
CN5114300000000,51,143,"Pittsylvania County, VA",2014,,"30,274","28,348","1,926",6.4
CN5114500000000,51,145,"Powhatan County, VA",2014,,"13,714","13,093",621,4.5
CN5114700000000,51,147,"Prince Edward County, VA",2014,,"9,773","9,004",769,7.9
CN5114900000000,51,149,"Prince George County, VA",2014,,"14,816","13,885",931,6.3
CN5115300000000,51,153,"Prince William County, VA",2014,,"232,692","221,328","11,364",4.9
CN5115500000000,51,155,"Pulaski County, VA",2014,,"16,517","15,513","1,004",6.1
CN5115700000000,51,157,"Rappahannock County, VA",2014,,"3,811","3,629",182,4.8
CN5115900000000,51,159,"Richmond County, VA",2014,,"3,972","3,755",217,5.5
CN5116100000000,51,161,"Roanoke County, VA",2014,,"50,170","47,881","2,289",4.6
CN5116300000000,51,163,"Rockbridge County, VA",2014,,"9,899","9,349",550,5.6
CN5116500000000,51,165,"Rockingham County, VA",2014,,"40,532","38,638","1,894",4.7
